ADJ ACC ANIM PL б у р о в а т ы й	б у р о в а т ы х	б у р о в а т ы х
V.PTCP PASS PST з а ж а т ь	з а ж а т ы й	з а ж а н н ы й
N ESS SG в р а ч и х а	в р а ч и х е	в р а ч и х е
V.CVB PRS с о и з в о л я т ь	с о и з в о л я я	с о и з в о л я я
V FUT 2 PL в ы п у с к а т ь с я	б у д е т е в ы п у с к а т ь с я	в ы п у с к а е т е с ь
V FUT 1 SG р а з н и м а т ь	б у д у р а з н и м а т ь	б у д у р а з н и м а т ь
V NFIN с о в е р ш и т ь с я	с о в е р ш и т ь с я	с о в е р ш и т ь с я
V NFIN с о д р о г н у т ь с я	с о д р о г н у т ь с я	с о д р о г н у т ь с я
V PRS 2 SG п р о п а г а н д и р о в а т ь	п р о п а г а н д и р у е ш ь	п р о п а г а н д и р у е ш ь
ADJ NOM PL п р и з е м и с т ы й	п р и з е м и с т ы е	п р и з е м и с т ы е
N ACC PL а п е л л я ц и я	а п е л л я ц и и	а п е л л я ц и и
ADJ NOM FEM SG п о ч т и т е л ь н ы й	п о ч т и т е л ь н а я	п о ч т и т е л ь н а я
N DAT PL д е к с е л ь	д е к с е л я м	д е к с е л я м
ADJ ANIM ACC MASC SG б е з б о л е з н е н н ы й	б е з б о л е з н е н н о г о	б е з б о л е з н е н н о г о
N GEN SG у т е ш е н и е	у т е ш е н и я	у т е ш е н и я
ADJ GEN FEM SG п о ж и л о й	п о ж и л о й	п о ж и л о й
V.PTCP PASS PST п о т е с н и т ь	п о т е с н ё н н ы й	п о т е с н е н н ы й
ADJ ESS MASC SG с е к у н д н ы й	с е к у н д н о м	с е к у н д н о м
N GEN SG р а з г о в о р	р а з г о в о р а	р а з г о в о р а
N ESS SG п о д л о с т ь	п о д л о с т и	п о д л о с т и
N GEN PL о б с л у ж и в а н и е	о б с л у ж и в а н и й	о б с л у ж и в а н и й
V FUT 1 SG и з л у ч а т ь	б у д у и з л у ч а т ь	б у д у и з л у ч а т ь
N NOM SG к о м п а р а т и в	к о м п а р а т и в	к о м п а р а т и в
N NOM SG я л и к	я л и к	я л и к
N GEN PL р а з д о р	р а з д о р о в	р а з д о р о в
ADJ INS NEUT SG п л о с к и й	п л о с к и м	п л о с к и м
V FUT 2 PL п р о с ы п а т ь	б у д е т е п р о с ы п а т ь	б у д е т е п р о с ы п а т ь
N DAT PL г н о й н и к	г н о й н и к а м	г н о й н и к а м
N ESS PL в о з в р а т н ы й г л а г о л	в о з в р а т н ы х г л а г о л а х	в о з в р а т н ы х г л а г о л а х
ADJ INS PL н и з м е н н ы й	н и з м е н н ы м и	н и з м е н н ы м и
N NOM PL в ы ч е т	в ы ч е т ы	в ы ч е т ы
V IMP 2 PL в ы л о ж и т ь	в ы л о ж и т е	в ы л о ж и т е
ADJ DAT FEM SG к у п е ч е с к и й	к у п е ч е с к о й	к у п е ч е с к о й
V FUT 1 SG з а б и н т о в а т ь	з а б и н т у ю	з а б у д у з у
ADJ ACC INAN PL к е м е р о в с к и й	к е м е р о в с к и е	к е м е р о в с к и е
V PST SG MASC з а с в е т и т ь	з а с в е т и л	з а с в е т и л
ADJ DAT MASC SG ц е н о в о й	ц е н о в о м у	ц е н о в о м у
ADJ NOM NEUT SG п о т е н ц и а л ь н ы й	п о т е н ц и а л ь н о е	п о т е н ц и а л ь н о е
N DAT SG м а н у ф а к т у р а	м а н у ф а к т у р е	м а н у ф а к т у р е
ADJ INS FEM SG к о с т л я в ы й	к о с т л я в о й	к о с т л я в о й
ADJ NOM MASC SG в ы б о р о ч н ы й	в ы б о р о ч н ы й	в ы б о р о ч н ы й
V IMP 2 PL п о к р ы в а т ь с я	п о к р ы в а й т е с ь	п о к р ы в а й т е с ь
ADJ NOM MASC SG ц е н н о с т н ы й	ц е н н о с т н ы й	ц е н н о с т н ы й
V FUT 3 SG о ч е р ч и в а т ь	б у д е т о ч е р ч и в а т ь	б у д е т о ч е р ч и в а т ь
V.PTCP ACT PRS у к о р я т ь	у к о р я ю щ и й	у к о р я ю щ и й
ADJ NEUT SG LGSPEC1 б о л е з н е т в о р н ы й	б о л е з н е т в о р н о	б о л е з н е т в о р н о
V.CVB PST в ы п р о в а ж и в а т ь	в ы п р о в а ж и в а в	в ы п р о в а ж и в а в
V PRS 2 PL п р о д и р а т ь	п р о д и р а е т е	п р о д и р а е т е
N DAT PL л е с о р а з р а б о т к а	л е с о р а з р а б о т к а м	л е с о р а з р а б о т к а м
V PST SG FEM о т л а ж и в а т ь	о т л а ж и в а л а	о т л а ж и в а л а
ADJ DAT MASC SG п о п р а в и м ы й	п о п р а в и м о м у	п о п р а в и м о м у
V.PTCP ACC ANIM PL м о т и в и р о в а н н ы й	м о т и в и р о в а н н ы х	м о т и в и р о в а н н ы х
N ESS SG н а л	н а л е	н а л е
ADJ ESS NEUT SG п е р и о д и ч е с к и й	п е р и о д и ч е с к о м	п е р и о д и ч е с к о м
N GEN PL и н т е р н а ц и о н а л и с т	и н т е р н а ц и о н а л и с т о в	и н т е р н а ц и о н а л и с т о в
N INS SG м а н е к е н щ и ц а	м а н е к е н щ и ц е й	м а н е к е н щ и ц е й
V IMP 2 SG о к р а ш и в а т ь	о к р а ш и в а й	о к р а ш и в а й
N NOM SG с р е д н и й к л а с с	с р е д н и й к л а с с	с р е д н и й к л а с с
N INS SG к л я п	к л я п о м	к л я п о м
ADJ PL LGSPEC1 с а м о х о д н ы й	с а м о х о д н ы	с а м о х о д н ы
N NOM PL ч е р е д о в а н и е	ч е р е д о в а н и я	ч е р е д о в а н и я
N ESS PL б а л е т	б а л е т а х	б а л е т а х
V.PTCP PASS PST п е р е г о в о р и т ь	п е р е г о в о р ё н н ы й	п е р е г о в о р ё н н ы й
N ACC SG б о н с а й	б о н с а й	б о н с а й
ADJ ESS NEUT SG т а н к о в ы й	т а н к о в о м	т а н к о в о м
N NOM PL ч у д о - ю д о	ч у д а - ю д а	ч у д а м - ю д а
N NOM PL д и с т р и б ь ю т е р	д и с т р и б ь ю т е р ы	д и с т р и б ь ю т е р ы
ADJ ACC NEUT SG и л л ю з о р н ы й	и л л ю з о р н о е	и л л ю з о р н о е
N GEN PL б о б и н а	б о б и н	б о б и н
ADJ ACC FEM SG к а д р о в ы й	к а д р о в у ю	к а д р о в у ю
ADJ INS MASC SG м ы с л и м ы й	м ы с л и м ы м	м ы с л и м ы м
V FUT 3 PL с д в и н у т ь с я	с д в и н у т с я	с д в и н у т с я
N INS PL т е з а у р у с	т е з а у р у с а м и	т е з а у р у с а м и
ADJ DAT PL с о з н а т е л ь н ы й	с о з н а т е л ь н ы м	с о з н а т е л ь н ы м
ADJ GEN NEUT SG о в о щ н о й	о в о щ н о г о	о в о щ н о г о
V IMP 2 SG в ы г о р е т ь	в ы г о р и	в ы г о р е й
ADJ GEN PL в н у т р и в е н н ы й	в н у т р и в е н н ы х	в н у т р и в е н н ы х
ADJ INS NEUT SG у е з д н ы й	у е з д н ы м	у е з д н ы м
V.PTCP PASS PST в о з м е с т и т ь	в о з м е щ ё н н ы й	в о з м е с т е н н ы й
N INS SG д о л я	д о л е й	д о л ь е й
ADJ NOM FEM SG г е о л о г и ч е с к и й	г е о л о г и ч е с к а я	г е о л о г и ч е с к а я
N NOM SG п е р с	п е р с	п е р с
N ESS PL з а м а з к а	з а м а з к а х	з а м а з к а х
V PRS 1 PL з а х л о п ы в а т ь с я	з а х л о п ы в а е м с я	з а х л о п ы в а е м с я
N GEN PL а й с б е р г	а й с б е р г о в	а й с б е р г е й
ADJ GEN NEUT SG н а и л у ч ш и й	н а и л у ч ш е г о	н а и л у ч ш е г о
N ACC SG э л е м е н т	э л е м е н т	э л е м е н т
N INS SG п о д ё н щ и к	п о д ё н щ и к о м	п о д ё н щ и к о м
V PST SG MASC р а с т я н у т ь	р а с т я н у л	р а с т я н у л
V.CVB PST р а з д р а ж а т ь с я	р а з д р а ж а в ш и с ь	р а з д р а ж а в ш и с ь
ADJ ESS MASC SG а р т и с т и ч е с к и й	а р т и с т и ч е с к о м	а р т и с т и ч е с к о м
ADJ DAT MASC SG у д о б о в а р и м ы й	у д о б о в а р и м о м у	у д о б о в а р и м о м у
N ACC SG к а р а б и н	к а р а б и н	к а р а б и н
ADJ ESS PL а в т о р и т е т н ы й	а в т о р и т е т н ы х	а в т о р и т е т н ы х
N INS SG в ы б р о с	в ы б р о с о м	в ы б р о с о м
N ACC PL р о с с ы п ь	р о с с ы п и	р о с с ы п и
N NOM PL б и б л и о г р а ф и я	б и б л и о г р а ф и и	б и б л и о г р а ф и и
ADJ ESS FEM SG з а в и с т л и в ы й	з а в и с т л и в о й	з а в и с т л и в о й
N DAT SG а д е н о и д	а д е н о и д у	а д е н о и д у
N NOM PL п у с т ы р ь	п у с т ы р и	п у с т ы р и
N NOM PL з а т ы л о ч е к	з а т ы л о ч к и	з а т ы л о ч к и
V FUT 2 PL у с т о я т ь с я	у с т о и т е с ь	б у д е т е у с т о я т ь с я
N INS PL у р а н и с т	у р а н и с т а м и	у р а н и с т а м и
N GEN PL ф а к е л о к	ф а к е л к о в	ф а к е л к о в
N GEN SG у с т а н о в к а	у с т а н о в к и	у с т а н о в к и
V IMP 2 PL у с к о р я т ь с я	у с к о р я й т е с ь	у с к о р я й т е с ь
V PST SG FEM п р о ц е д и т ь	п р о ц е д и л а	п р о ц е д и л а
N NOM PL г е й - п р о п а г а н д а	г е й - п р о п а г а н д ы	г е й - п р о п а г а н д ы
ADJ PL LGSPEC1 н е п р и в я з а н н ы й	н е п р и в я з а н ы	н е п р и в я з а н н ы
N DAT SG ш п а т е л ь	ш п а т е л ю	ш п а т е л ю
N NOM SG к а т а с т р о ф а	к а т а с т р о ф а	к а т а с т р о ф а
V PRS 3 PL о т с ы л а т ь	о т с ы л а ю т	о т с ы л а ю т
V PRS 3 PL у в е д о м л я т ь	у в е д о м л я ю т	у в е д о м л я ю т
ADJ DAT PL т и б е т с к и й	т и б е т с к и м	т и б е т с к и м
V PRS 1 PL в ы б и р а т ь с я	в ы б и р а е м с я	в ы б и р а е м с я
N NOM SG к а м о р к а	к а м о р к а	к а м о р к а
V PST SG FEM р ы ч а т ь	р ы ч а л а	р ы ч а л а
N INS PL п л е ш ь	п л е ш а м и	п л е ш я м и
ADJ ACC FEM SG з е м е л ь н ы й	з е м е л ь н у ю	з е м е л ь н у ю
ADJ NOM PL п р и д н е с т р о в с к и й	п р и д н е с т р о в с к и е	п р и д н е с т р о в с к и е
N ESS SG к о р и ц а	к о р и ц е	к о р и ц е
V FUT 1 SG о г л я д е т ь с я	о г л я ж у с ь	о г л я д у с ь
V FUT 3 SG с г о в а р и в а т ь с я	б у д е т с г о в а р и в а т ь с я	б у д е т с г о в а р и в а т ь с я
V FUT 3 PL п р о с ч и т а т ь с я	б у д у т п р о с ч и т а т ь с я	п р о с ч и т а ю т с я
ADJ ESS FEM SG к р у п я н о й	к р у п я н о й	к р у п я н о й
N ACC PL в а у ч е р	в а у ч е р ы	в а у ч е р ы
V PST PL ц и р к у л и р о в а т ь	ц и р к у л и р о в а л и	ц и р к у л и р о в а л и
V PRS 3 PL з а м е д л я т ь	з а м е д л я ю т	з а м е д л я ю т
ADJ ESS FEM SG п л о т с к и й	п л о т с к о й	п л о т с к о й
ADJ ESS MASC SG п о м о л в л е н н ы й	п о м о л в л е н н о м	п о м о л в л е н н о м
V.PTCP NOM MASC SG к о н с о л и д и р о в а н н ы й	к о н с о л и д и р о в а н н ы й	к о н с о л и д и р о в а н н ы й
ADJ ESS MASC SG р ы б н ы й	р ы б н о м	р ы б н о м
N INS SG а г г е л	а г г е л о м	а г г е л о м
N INS SG р а с п р о д а ж а	р а с п р о д а ж е й	р а с п р о д а ж е й
N INS SG п р а в о н а р у ш е н и е	п р а в о н а р у ш е н и е м	п р а в о н а р у ш е н и е м
ADJ NOM FEM SG т а й в а н ь с к и й	т а й в а н ь с к а я	т а й в а н ь с к а я
N ESS PL к а т а л о г	к а т а л о г а х	к а т а л о г а х
ADJ DAT MASC SG н е р а в н о д у ш н ы й	н е р а в н о д у ш н о м у	н е р а в н о д у ш н о м у
